groep;parameter;typegroep;elke_param_verplicht;
WSFR-1 ng/g;PBDE17;Chemische stof;ja;
WSFR-1 ng/gX;PBDE183;Chemische stof;ja;
WSFR-1 ng/g;PBDE190;Chemische stof;ja;
WSFR-1 ng/g;PBDE209;Chemische stof;ja;
WSFR-1 ng/g;PBDE28;Chemische stof;ja;
WSFR-1 ng/gX;PBDE47;Chemische stof;ja;
WSFR-1 ng/g;PBDE49;Chemische stof;ja;
WSFR-1 ng/gX;PBDE66;Chemische stof;ja;
WSFR-1 ng/gX;PBDE71;Chemische stof;ja;
WSFR-1 ng/g;PBDE75;Chemische stof;ja;
WSFR-1 ng/g;PBDE77;Chemische stof;ja;
WSFR-1 ng/gX;PBDE85;Chemische stof;ja;
WSFR-1 ng/gX;PBDE99;Chemische stof;ja;
WSFR-1 ng/g;PCB101;Chemische stof;ja;
WSFR-1 ng/g;PCB138;Chemische stof;ja;
WSFR-1 ng/g;PCB153;Chemische stof;ja;
WSFR-1 ng/g;PCB180;Chemische stof;ja;
WSFR-1 ng/g;PCB28;Chemische stof;ja;
WSFR-1 ng/g;PCB52;Chemische stof;ja;
WSFR-1 ng/g;L_PFBS;Chemische stof;ja;
WSFR-1 ng/g;L_PFDS;Chemische stof;ja;
WSFR-1 ng/g;L_PFHpS;Chemische stof;ja;
WSFR-1 ng/g;L_PFHxS;Chemische stof;ja;
WSFR-1 ng/gX;oCldn;Chemische stof;ja;OCP/niet
WSFR-1 ng/gX;PeClBen;Chemische stof;ja;OCP/niet
WSFR-1 ng/gX;PFBA;Chemische stof;ja;
WSFR-1 ng/g;PFDA;Chemische stof;ja;
WSFR-1 ng/g;PFDoA;Chemische stof;ja;
WSFR-1 ng/g;PFHpA;Chemische stof;ja;
WSFR-1 ng/g;PFHxA;Chemische stof;ja;
WSFR-1 ng/g;PFNA;Chemische stof;ja;
WSFR-1 ng/g;PFOA;Chemische stof;ja;
WSFR-1 ng/g;PFOS;Chemische stof;ja;
WSFR-1 ng/gX;PFPA;Chemische stof;ja;
WSFR-1 ng/gX;PFTDA;Chemische stof;ja;
WSFR-1 ng/g;PFTeDA;Chemische stof;ja;
WSFR-1 ng/g;PFUdA;Chemische stof;ja;
WSFR-1 ng/g;SCB6;Chemische stof;ja;
WSFR-1 ng/g;som PAH [ub];Chemische stof;ja;
WSFR-1 ng/gX;som PAH4 [lb];Chemische stof;ja;
WSFR-1 ng/gX;SCB6;Chemische stof;ja;
WSFR-1 ng/gX;SumDioxins;Chemische stof;ja;
WSFR-1 pg/g;PCB101;Chemische stof;ja;
WSFR-1 pg/g;PCB105;Chemische stof;ja;
WSFR-1 pg/g;PCB114;Chemische stof;ja;
WSFR-1 pg/g;PCB118;Chemische stof;ja;
WSFR-1 pg/g;PCB123;Chemische stof;ja;
WSFR-1 pg/g;PCB126;Chemische stof;ja;
WSFR-1 pg/g;PCB138;Chemische stof;ja;
WSFR-1 pg/g;PCB153;Chemische stof;ja;
WSFR-1 pg/g;PCB156;Chemische stof;ja;
WSFR-1 pg/g;PCB157;Chemische stof;ja;
WSFR-1 pg/g;PCB167;Chemische stof;ja;
WSFR-1 pg/g;PCB169;Chemische stof;ja;
WSFR-1 pg/g;PCB180;Chemische stof;ja;
WSFR-1 pg/g;PCB189;Chemische stof;ja;
WSFR-1 pg/g;PCB28;Chemische stof;ja;
WSFR-1 pg/g;PCB52;Chemische stof;ja;
WSFR-1 pg/g;PCB77;Chemische stof;ja;
WSFR-1 pg/g;PCB81;Chemische stof;ja;
WSFR-1 pg/g;PCDD48;Chemische stof;ja;
WSFR-1 pg/g;PCDD54;Chemische stof;ja;
WSFR-1 pg/g;PCDD66;Chemische stof;ja;
WSFR-1 pg/g;PCDD67;Chemische stof;ja;
WSFR-1 pg/g;PCDD70;Chemische stof;ja;
WSFR-1 pg/g;PCDD73;Chemische stof;ja;
WSFR-1 pg/g;PCDD75;Chemische stof;ja;
WSFR-1 pg/g;PCDF114;Chemische stof;ja;
WSFR-1 pg/g;PCDF118;Chemische stof;ja;
WSFR-1 pg/g;PCDF121;Chemische stof;ja;
WSFR-1 pg/g;PCDF124;Chemische stof;ja;
WSFR-1 pg/g;PCDF130;Chemische stof;ja;
WSFR-1 pg/g;PCDF131;Chemische stof;ja;
WSFR-1 pg/g;PCDF134;Chemische stof;ja;
WSFR-1 pg/g;PCDF135;Chemische stof;ja;
WSFR-1 pg/g;PCDF83;Chemische stof;ja;
WSFR-1 pg/g;PCDF94;Chemische stof;ja;
WSFR-1 pg/g;sdoxns17;Chemische stof;ja;added 2021 dataset
Salmo salar;Salmo salar;Biotaxon;nee;
Barbus barbus;Barbus barbus;Biotaxon;nee;
Alosa alosa;Alosa alosa;Biotaxon;nee;
Alosa fallax;Alosa fallax;Biotaxon;nee;
Coregonus oxyrhynchus;Coregonus oxyrhynchus;Biotaxon;nee;
Petromyzon marinus;Petromyzon marinus;Biotaxon;nee;
Lampetra fluviatilis;Lampetra fluviatilis;Biotaxon;nee;
zeevogels;alle alle;Biotaxon;nee;added 2021 dataset
zeevogels;podiceps cristatus;Biotaxon;nee;added 2021 dataset
trekvissen;Salmo salar;Biotaxon;nee;
trekvissen;Alosa alosa;Biotaxon;nee;
trekvissen;Alosa fallax;Biotaxon;nee;
trekvissen;Petromyzon marinus;Biotaxon;nee;
trekvissen;Lampetra fluviatilis;Biotaxon;nee;
WSFR-1 ng/g;spcb12doxnat;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;sdoxn17pcb12;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;spcb6;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde17;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde28;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde47;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde49;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde66;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde71;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde75;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde77;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde85;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde99;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde100;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde119;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde138;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde153;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde154;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde183;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde190;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bde209;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;aldn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;ccldn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;tcldn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;24ddd;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;44ddd;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;24dde;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;44dde;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;24ddt;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;44ddt;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;dieldn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;aedsfn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bedsfn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;endsfso4;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;endn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;hcb;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;hxclbtden;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;ahch;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;bhch;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;chch;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;dhch;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;hpcl;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;chpclepo;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;idn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;c1oxcl;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;cnncl;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;tnncl;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;ocldn;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;peclben;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;11clpf3ouds;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;9-cl-pf3ons;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;genx;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/g;nadona;Chemische stof;ja;added 2021 dataset
WSFR-1 ng/gX;sdoxns17;Chemische stof;ja;added 2021 dataset
microverontrsed_mg_kg;Ag;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;As;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Ba;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;BbF;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Be;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;BeP;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;BkF;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Ce;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Co;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Cr;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Cs;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Cu;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;DBahAnt;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Dy;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Er;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Eu;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Ga;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Gd;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Ge;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Ho;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;K;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;La;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Li;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Lu;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Mg;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Mn;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Mo;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Na;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Nb;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Nd;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Ni;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Pr;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Rb;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Sb;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Se;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Sm;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Sn;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Sr;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Stot;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Tb;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Te;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Th;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Ti;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Tl;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Tm;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;U;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;V;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;W;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Y;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Yb;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Zn;Chemische stof;ja;added 2022 dataset
microverontrsed_mg_kg;Zr;Chemische stof;ja;added 2022 dataset
microverontrsed_ug_kg;HCB;Chemische stof;ja;added 2022 dataset
microverontrsed_ug_kg;HxClbtDen;Chemische stof;ja;added 2022 dataset
microverontrsed_ug_kg;PBDE138;Chemische stof;ja;added 2022 dataset
microverontrsed_ug_kg;PBDE183;Chemische stof;ja;added 2022 dataset
microverontrsed_ug_kg;PBDE66;Chemische stof;ja;added 2022 dataset
microverontrsed_ug_kg;PBDE85;Chemische stof;ja;added 2022 dataset
microverontrsed_ug_kg;PCB52;Chemische stof;ja;added 2022 dataset
WSFR-22 mg/kg;As;Chemische stof;ja;
WSFR-22 mg/kg;Cd;Chemische stof;ja;
WSFR-22 mg/kg;Hg;Chemische stof;ja;
WSFR-22 mg/kg;Pb;Chemische stof;ja;
WSFR-22 ng/gX;5C1yChr;Chemische stof;ja;
WSFR-22 ng/gX;BbF;Chemische stof;ja;
WSFR-22 ng/gX;BjF;Chemische stof;ja;
WSFR-22 ng/gX;DBahAnt;Chemische stof;ja;
WSFR-22 ng/gX;DBahP;Chemische stof;ja;
WSFR-22 ng/gX;DBaiP;Chemische stof;ja;
WSFR-22 ng/gX;PBDE119;Chemische stof;ja;
WSFR-22 ng/gX;PBDE138;Chemische stof;ja;
WSFR-22 ng/gX;PBDE17;Chemische stof;ja;
WSFR-22 ng/gX;PBDE190;Chemische stof;ja;
WSFR-22 ng/gX;PBDE209;Chemische stof;ja;
WSFR-22 ng/gX;PBDE28;Chemische stof;ja;
WSFR-22 ng/gX;PBDE49;Chemische stof;ja;
WSFR-22 ng/gX;PBDE75;Chemische stof;ja;
WSFR-22 ng/gX;PBDE77;Chemische stof;ja;
WSFR-22 ng/g;PCB101;Chemische stof;ja;
WSFR-22 ng/g;PCB138;Chemische stof;ja;
WSFR-22 ng/g;PCB153;Chemische stof;ja;
WSFR-22 ng/g;PCB180;Chemische stof;ja;
WSFR-22 ng/g;PCB28;Chemische stof;ja;
WSFR-22 ng/g;PCB52;Chemische stof;ja;
WSFR-22 ng/gX;L_PFBS;Chemische stof;ja;
WSFR-22 ng/gX;L_PFDS;Chemische stof;ja;
WSFR-22 ng/gX;L_PFHpS;Chemische stof;ja;
WSFR-22 ng/gX;L_PFHxS;Chemische stof;ja;
WSFR-22 ng/gX;PFDA;Chemische stof;ja;
WSFR-22 ng/gX;PFDoA;Chemische stof;ja;
WSFR-22 ng/gX;PFHpA;Chemische stof;ja;
WSFR-22 ng/gX;PFHxA;Chemische stof;ja;
WSFR-22 ng/gX;PFNA;Chemische stof;ja;
WSFR-22 ng/gX;PFOA;Chemische stof;ja;
WSFR-22 ng/gX;PFOS;Chemische stof;ja;
WSFR-22 ng/gX;PFTeDA;Chemische stof;ja;
WSFR-22 ng/gX;PFUdA;Chemische stof;ja;
WSFR-22 ng/gX;SCB6;Chemische stof;ja;
WSFR-22 ng/gX;som PAH [ub];Chemische stof;ja;
WSFR-22 pg/g;PCB101;Chemische stof;ja;
WSFR-22 pg/g;PCB105;Chemische stof;ja;
WSFR-22 pg/g;PCB114;Chemische stof;ja;
WSFR-22 pg/g;PCB118;Chemische stof;ja;
WSFR-22 pg/g;PCB123;Chemische stof;ja;
WSFR-22 pg/g;PCB126;Chemische stof;ja;
WSFR-22 pg/g;PCB138;Chemische stof;ja;
WSFR-22 pg/g;PCB153;Chemische stof;ja;
WSFR-22 pg/g;PCB156;Chemische stof;ja;
WSFR-22 pg/g;PCB157;Chemische stof;ja;
WSFR-22 pg/g;PCB167;Chemische stof;ja;
WSFR-22 pg/g;PCB169;Chemische stof;ja;
WSFR-22 pg/g;PCB180;Chemische stof;ja;
WSFR-22 pg/g;PCB189;Chemische stof;ja;
WSFR-22 pg/g;PCB28;Chemische stof;ja;
WSFR-22 pg/g;PCB52;Chemische stof;ja;
WSFR-22 pg/g;PCB77;Chemische stof;ja;
WSFR-22 pg/g;PCB81;Chemische stof;ja;
WSFR-22 pg/g;PCDD48;Chemische stof;ja;
WSFR-22 pg/g;PCDD54;Chemische stof;ja;
WSFR-22 pg/g;PCDD66;Chemische stof;ja;
WSFR-22 pg/g;PCDD67;Chemische stof;ja;
WSFR-22 pg/g;PCDD70;Chemische stof;ja;
WSFR-22 pg/g;PCDD73;Chemische stof;ja;
WSFR-22 pg/g;PCDD75;Chemische stof;ja;
WSFR-22 pg/g;PCDF114;Chemische stof;ja;
WSFR-22 pg/g;PCDF118;Chemische stof;ja;
WSFR-22 pg/g;PCDF121;Chemische stof;ja;
WSFR-22 pg/g;PCDF124;Chemische stof;ja;
WSFR-22 pg/g;PCDF130;Chemische stof;ja;
WSFR-22 pg/g;PCDF131;Chemische stof;ja;
WSFR-22 pg/g;PCDF134;Chemische stof;ja;
WSFR-22 pg/g;PCDF135;Chemische stof;ja;
WSFR-22 pg/g;PCDF83;Chemische stof;ja;
WSFR-22 pg/g;PCDF94;Chemische stof;ja;
WSFR-22 pg/g;sdoxns17;Chemische stof;ja;
WSFR-22 ng/g;spcb12doxnat;Chemische stof;ja;
WSFR-22 ng/g;sdoxn17pcb12;Chemische stof;ja;
WSFR-22 ng/g;spcb6;Chemische stof;ja;
WSFR-22 ng/g;bde17;Chemische stof;ja;
WSFR-22 ng/g;bde28;Chemische stof;ja;
WSFR-22 ng/g;bde47;Chemische stof;ja;
WSFR-22 ng/g;bde49;Chemische stof;ja;
WSFR-22 ng/g;bde66;Chemische stof;ja;
WSFR-22 ng/g;bde71;Chemische stof;ja;
WSFR-22 ng/g;bde75;Chemische stof;ja;
WSFR-22 ng/g;bde77;Chemische stof;ja;
WSFR-22 ng/g;bde85;Chemische stof;ja;
WSFR-22 ng/g;bde99;Chemische stof;ja;
WSFR-22 ng/g;bde100;Chemische stof;ja;
WSFR-22 ng/g;bde119;Chemische stof;ja;
WSFR-22 ng/g;bde138;Chemische stof;ja;
WSFR-22 ng/g;bde153;Chemische stof;ja;
WSFR-22 ng/g;bde154;Chemische stof;ja;
WSFR-22 ng/g;bde183;Chemische stof;ja;
WSFR-22 ng/g;bde190;Chemische stof;ja;
WSFR-22 ng/g;bde209;Chemische stof;ja;
WSFR-22 ng/g;aldn;Chemische stof;ja;
WSFR-22 ng/g;ccldn;Chemische stof;ja;
WSFR-22 ng/g;tcldn;Chemische stof;ja;
WSFR-22 ng/g;24ddd;Chemische stof;ja;
WSFR-22 ng/g;44ddd;Chemische stof;ja;
WSFR-22 ng/g;24dde;Chemische stof;ja;
WSFR-22 ng/g;44dde;Chemische stof;ja;
WSFR-22 ng/g;24ddt;Chemische stof;ja;
WSFR-22 ng/g;44ddt;Chemische stof;ja;
WSFR-22 ng/g;dieldn;Chemische stof;ja;
WSFR-22 ng/g;aedsfn;Chemische stof;ja;
WSFR-22 ng/g;bedsfn;Chemische stof;ja;
WSFR-22 ng/g;endsfso4;Chemische stof;ja;
WSFR-22 ng/g;endn;Chemische stof;ja;
WSFR-22 ng/g;hcb;Chemische stof;ja;
WSFR-22 ng/g;hxclbtden;Chemische stof;ja;
WSFR-22 ng/g;ahch;Chemische stof;ja;
WSFR-22 ng/g;bhch;Chemische stof;ja;
WSFR-22 ng/g;chch;Chemische stof;ja;
WSFR-22 ng/g;dhch;Chemische stof;ja;
WSFR-22 ng/g;hpcl;Chemische stof;ja;
WSFR-22 ng/g;chpclepo;Chemische stof;ja;
WSFR-22 ng/g;idn;Chemische stof;ja;
WSFR-22 ng/g;c1oxcl;Chemische stof;ja;
WSFR-22 ng/g;cnncl;Chemische stof;ja;
WSFR-22 ng/g;tnncl;Chemische stof;ja;
WSFR-22 ng/g;ocldn;Chemische stof;ja;
WSFR-22 ng/g;peclben;Chemische stof;ja;
WSFR-22 ng/gX;11clpf3ouds;Chemische stof;ja;
WSFR-22 ng/gX;9-cl-pf3ons;Chemische stof;ja;
WSFR-22 ng/gX;genx;Chemische stof;ja;
WSFR-22 ng/gX;nadona;Chemische stof;ja;
WSFR-22 ng/g;11CLPF3OUDS;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;9-CL-PF3ONS;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;GENX;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;L_PFBS;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;L_PFDS;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;L_PFHPS;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;L_PFHXS;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;NADONA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFDA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFDOA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFHPA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFHXA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFNA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFOA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFOS;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFPA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFTDA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFTEDA;Chemische stof;ja;added 2022 dataset
WSFR-22 ng/g;PFUDA;Chemische stof;ja;added 2022 dataset
Noordzeebenthos;Ampharete lindstroemi;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Anchialina agilis;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Aricidea wassi;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Asbjornsenia pygmaea;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Asthenognathus atlanticus;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Athenaria;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Branchiostomatidae;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Caprellidae;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Cerianthidae;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Clytia gracilis;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Cossura;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Cumopsis goodsir;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Devonia perrieri;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Embletonia pulchra;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Euclymene;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Gammarus;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Gilvossius tyrrhenus;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Harmothoe antilopes;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Jassa herdmani;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Kurtiella;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Laonice irinae;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Leucothoe;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Loxosomella varians;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Mesopodopsis slabberi;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Myriochele;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Mysta picta;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Notomastus;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Nototropis;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Nuculidae;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Paramysis (Pseudoparamysis) bacescoi;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Pherusa plumosa;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Philocheras bispinosus;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Pholoe inornata;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Phyllodoce longipes;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Polybius holsatus;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Pontocrates moorei;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Prionospio;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Protodrilidae;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Pseudonotomastus southerni;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Streptodonta pterochaeta;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Terebellida;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Tryphosites longipes;Biotaxon;nee;added 2024 dataset AQDSK boxcore
Noordzeebenthos;Atelecyclus undecimdentatus;Biotaxon;nee;added 2024 wmr bodemschaaf
Noordzeebenthos;Yoldia limatula;Biotaxon;nee;added 2024 wmr bodemschaaf
